file_name,caption
0603205238985_17_9bdf22277b1ca874d5a917140147278b.jpg,"a trtcrd of a tall tower being struck by lightning, flames coming out from the top, and two figures falling from the tower, ""the tower"""
0603205238985_20_293caf99d19b4ba945159633c916d22a.jpg,"a trtcrd of a bright sun with a face, shining down on a child riding a white horse, with sunflowers in the background, ""the sun"""
0603205238985_13_8a692ffa7c224b4ca161439322e33f37.jpg,"a trtcrd of a person hanging upside down by one foot from a tree, with a serene expression and a halo around their head, ""the hanged man"""
0603205238985_09_fdb39f49409ce4c2a134479f4eb457f5.jpg,"a trtcrd of a woman in a white dress and flower crown, gently taming a lion, with an infinity symbol above her head, ""strength"""
0603205238985_12_cb2452b3e455ec55a11fe96848da0f79.jpg,"a trtcrd of a crowned figure sitting on a throne, holding a sword in one hand and scales in the other, with a red curtain behind them, ""justice"""
0603205238985_14_b69ffe0fc74c305601c760be0000c7d9.jpg,"a trtcrd of a skeleton in black armor riding a white horse, holding a black flag with a white rose, trampling over figures on the ground, ""death"""
0603205238985_15_ad3f1fc96c2cae2a0b41441c428b6d7b.jpg,"a trtcrd of an angel with red wings and a glowing halo, pouring liquid between two cups, standing with one foot on land and one foot in water, with a sun and mountains in the background, ""temperance"""
0603205238985_10_73075cf1cc03d23a3c959b8d3907aa8c.jpg,"a trtcrd of an old man in a hooded robe holding a staff in one hand and a lit lantern in the other, standing on a snowy ground, ""the hermit"""
0603205238985_11_aa5c6d94399a6c68c5ccf0938200b98d.jpg,"a trtcrd of a large wheel with various symbols and letters on it, surrounded by clouds, a sphinx sitting on top, a snake and a creature on the sides, and four winged creatures in the corners, ""wheel of fortune"""
0603205238985_07_7049a3682c6707cd661a0c92b0d4b8a0.jpg,"a trtcrd of a naked man and woman standing beneath an angel with red wings, with a radiant sun and a mountain in the background, ""the lovers"""
0603205238985_08_c9344575d1cfb36a722090fa6f465eda.jpg,"a trtcrd of a figure in armor standing in a chariot, holding a scepter, pulled by a black and a white sphinx, with a city in the background, ""the chariot"""
0603205238985_06_2f083cd664f6a22ef6a6bb0033183204.jpg,"a trtcrd of a religious figure in elaborate robes and a triple crown, sitting on a throne, holding a scepter, with two followers kneeling before them, ""the hierophant"""
0603205238985_03_5c4ec1905aeae9bec5909153315e0269.jpg,"a trtcrd of a seated woman in a blue robe and crown, holding a scroll, with two pillars labeled ""B"" and ""J"" on either side of her, and a tapestry with pomegranates behind her, ""the high priestess"""
0603205238985_02_5d4153da20d3d91dc0b84dd27247c1a5.jpg,"a trtcrd of a figure in red robes with an infinity symbol above their head, standing at a table with a cup, wand, sword, and pentacle, one hand pointing to the sky and the other to the ground, ""the magician"""
0603205238985_04_e8af89ff25c8ad2180e1d6b564fe1930.jpg,"a trtcrd of a woman wearing a crown of stars, sitting on a throne, holding a scepter, dressed in a robe with a pomegranate pattern, with a field and trees in the background, ""the empress"""
0603205238985_05_64a833c7ec42a8634fd0bbc92a1820a3.jpg,"a trtcrd of a bearded man wearing a crown and red robes, sitting on a stone throne adorned with ram heads, holding a scepter in one hand and an orb in the other, with mountains in the background, ""the emperor"""
0603205238985_00_93f05f199fe56df4354be531f1666b53.jpg,"a trtcrd of a young man standing on the edge of a cliff, looking up at the sky, holding a white rose in one hand and a small bag on a stick in the other, with a white dog at his feet and the sun shining brightly, ""the fool"""
0603205238985_77_254af0100053c750f194bd3cb5e7ff66.jpg,"a trtcrd of a woman wearign a crown holding a golden medal with a pentacle drawing, ""queen of pentacles"""
0603205238985_74_c8de13051cf37f0034195c0a15fc832d.jpg,"a trtcrd of en pentacles arranged in a pattern, in the foreground, in the background an old man with white hair and a beard, sitting outside a gate with a man and woman standing nearby"
0603205238985_76_219a1516764dd89076f68cc3fe13f06b.jpg,"a trtcrd of a knight in full armor riding a dark horse, holding a pentacle in his hand, with a yellow background and plowed fields, ""knight of pentacles"""
0603205238985_78_acb14b5f1e2011ce9729ab2925e95c0c.jpg,"a trtcrd of a man wearing a crown sitting on an adorned chair, holding a golden pentacle, ""king of pentacles"""
0603205238985_72_9e15c3c6db108357f05fbec114896e86.jpg,"a trtcrd of a young man sitting on a bench, crafting a pentacle with a hammer and chisel, a bunch of pentacle coins on the wall"
0603205238985_75_efa6dbb48e298f27acdd3c04dd98e241.jpg,"a trtcrd of a young person wearing a tunic and a red hat, holding a pentacle, ""page of pentacles"""
0603205238985_73_539ab150d137b2806c779b2eb3d1c524.jpg,"a trtcrd of a woman wearing a robe with red patterns, holding a bird on her left hand and surrounded by nine pentacles"
0603205238985_71_9c63f27770932ab0a1157e3b4451f3ff.jpg,"a trtcrd of a young man leaning on a staff, looking at a bush with seven pentacles"
0603205238985_67_ca47dcd4f58e8abc3b28f195a05e0d6a.jpg,"a trtcrd of a person in a red robe holding a plan, another person in a hooded robe, and a craftsman working on a cathedral arch with three pentacles"
0603205238985_70_21a2e3232549fb406da262e7797c90ab.jpg,"a trtcrd of a person in a red robe holding a scale and giving coins to two kneeling figures, surrounded by six pentacles"
0603205238985_68_1e943fd4e127e727cb382f0a37e86547.jpg,"a trtcrd of a person wearing a crown and red robe, holding a pentacle, with one pentacle on their head and two under their feet"
0603205238985_65_5018e5b72e8ce116f1376028264ff011.jpg,"a trtcrd of a hand emerging from clouds holding a golden pentacle, with a garden in the background, ""ace of pentacles"""
0603205238985_69_97a9f13f1c3faa0055f618793814566d.jpg,"a trtcrd of two people walking in the snow, one on crutches, passing by a stained-glass"
0603205238985_66_9382be81d66ecc68554be184f491e74e.jpg,"a trtcrd of a person wearing a red tunic and hat, juggling two pentacles with an infinity loop"
